"Snazzy_Azzy","d_age","32"
"Snazzy_Azzy","d_city","Green Bay"
"Snazzy_Azzy","d_city","United States"
"Snazzy_Azzy","t_selfsum"," I'm a fairly easy-going guy who is just looking for a special someone I can share my time with. As one might be able to decipher reading the rest of my profile, I am into a VERY WIDE ARRAY of things, both normal and "nerdy". From sports and music to gaming (both video and tabletop) and anime (japanese animation), I am fairly easy to entertain and fun to be around. :-)

I'm looking for friends at first, hoping it develops into something more. Kinda hoping for my own lifelong "Player 2" soon.

Random Fact: I have a HUGE weakness for redheads. So if you are, kudos to you. ;)

I currently have a girlfriend now, so only looking for Friends. "
"Snazzy_Azzy","t_doingwithlife"," Currently working at a nearby Walmart. Maybe not a most ideal job
by some standards, but it's at least a paycheck. :)
I'm also a staff member Geek.Kon, Wisconsin's Premier Convention
For All Things Geek. ;)

I did graduate from UWGB a few years ago with a Design Arts degree.
Things haven't quite gone the way I planned with it, but I have
made some use of it, having designed fliers for Kitsune Kon's video
game tournaments when I was involved with that convention. I will
continue to do so to some capacity with Geek.Kon, as well as run
it's Video Contest.

I also find myself on Facebook a lot in my spare time (if I'm not
busy watching Doctor Who).

Lastly, I also do a Tumblr blog as a hobby, mostly involving
Convention Recaps and GR2 (Geek Rave and Geek Rant) Weekly here:
/ "
"Snazzy_Azzy","t_reallygood"," Making people laugh and smile. Having fun with things like bowling
ang golf, though I'm especially not that great at the latter.

I also make for a real good cuddle buddy, so I have been told. "
"Snazzy_Azzy","t_thinsaboutme"," My smile and easy-going attitude. They also notice the passion I
can display at times when cheering on my favorite sports teams (GO!
PACK! GO!). "
"Snazzy_Azzy","t_favorite"," Favorite books: Hitchhiker's Guide to the Galaxy series, Santa Vs. Satan: The Official Compendium of Imaginary Fights, my manga collection (which has some extent to it). I've recently started into the Fantasy Romance book series Souls of the Saintlands, currently in Book 3 of the series, An Open Enemy. Good times.

Favorite movies: Star Wars (original trilogy only), Star Trek (the reboot and the even numbered movies), Scott Pilgrim Vs. The World (seriously, go see it now if you haven't :P), anything by Mel Brooks, Cowboy Bebop: The Movie, just to name a select few.

Favorite non-anime shows: Power Rangers, WWE RAW and SmackDown!, Psych, Gotham, Arrow, The Flash, SportsCenter, Kamen Rider, Super Sentai, Mythbusters, Macgyver, Star Trek: The Next Generation, again to only name a few.

Call me late to the party, but I just fairly recently got into Doctor who. Love it.

Favorite animes (I actually have a Top 20 list, but here's the Top 5): 1.) Fullmetal Alchemist/FMA Brotherhood 2.) Cowboy bebop 3.) Sword Art Online 4.) Noir 5.) Martian Successor Nadesico

Favorite music: I listen to many genres, but tend to focus most of my musical attention to rock (both modern and classic) as well as japanese rock and pop music.

Favorite Sports Teams: Green Bay Packers, Wisconsin Badgers, UWGB Fighting Phoenix, Notre Dame Fighting Irish, Colorado Avalanche, Milwaukee Brewers, Seattle Sounders, Tottenham Hotspur "
